date	location	variant	sequences
2022-11-29	Rhode Island	clade 21L	1
2022-11-01	Rhode Island	clade 22A	3
2022-11-02	Rhode Island	clade 22A	3
2022-11-03	Rhode Island	clade 22A	2
2022-11-04	Rhode Island	clade 22A	3
2022-11-06	Rhode Island	clade 22A	3
2022-11-09	Rhode Island	clade 22A	2
2022-11-10	Rhode Island	clade 22A	1
2022-11-11	Rhode Island	clade 22A	1
2022-11-13	Rhode Island	clade 22A	1
2022-11-14	Rhode Island	clade 22A	3
2022-11-16	Rhode Island	clade 22A	1
2022-11-18	Rhode Island	clade 22A	1
2022-11-19	Rhode Island	clade 22A	1
2022-11-20	Rhode Island	clade 22A	1
2022-11-22	Rhode Island	clade 22A	1
2022-11-23	Rhode Island	clade 22A	1
2022-11-28	Rhode Island	clade 22A	3
2022-12-01	Rhode Island	clade 22A	1
2022-12-03	Rhode Island	clade 22A	2
2022-12-16	Rhode Island	clade 22A	1
2022-11-01	Rhode Island	clade 22B	7
2022-11-02	Rhode Island	clade 22B	8
2022-11-03	Rhode Island	clade 22B	6
2022-11-04	Rhode Island	clade 22B	19
2022-11-05	Rhode Island	clade 22B	7
2022-11-06	Rhode Island	clade 22B	10
2022-11-07	Rhode Island	clade 22B	4
2022-11-08	Rhode Island	clade 22B	1
2022-11-09	Rhode Island	clade 22B	4
2022-11-10	Rhode Island	clade 22B	6
2022-11-11	Rhode Island	clade 22B	16
2022-11-12	Rhode Island	clade 22B	6
2022-11-13	Rhode Island	clade 22B	5
2022-11-14	Rhode Island	clade 22B	12
2022-11-15	Rhode Island	clade 22B	2
2022-11-16	Rhode Island	clade 22B	2
2022-11-17	Rhode Island	clade 22B	13
2022-11-18	Rhode Island	clade 22B	6
2022-11-19	Rhode Island	clade 22B	8
2022-11-20	Rhode Island	clade 22B	5
2022-11-21	Rhode Island	clade 22B	2
2022-11-22	Rhode Island	clade 22B	5
2022-11-23	Rhode Island	clade 22B	4
2022-11-25	Rhode Island	clade 22B	3
2022-11-26	Rhode Island	clade 22B	7
2022-11-27	Rhode Island	clade 22B	11
2022-11-28	Rhode Island	clade 22B	6
2022-11-29	Rhode Island	clade 22B	6
2022-11-30	Rhode Island	clade 22B	4
2022-12-01	Rhode Island	clade 22B	3
2022-12-02	Rhode Island	clade 22B	7
2022-12-03	Rhode Island	clade 22B	7
2022-12-04	Rhode Island	clade 22B	6
2022-12-05	Rhode Island	clade 22B	13
2022-12-06	Rhode Island	clade 22B	4
2022-12-07	Rhode Island	clade 22B	2
2022-12-08	Rhode Island	clade 22B	1
2022-12-09	Rhode Island	clade 22B	2
2022-12-10	Rhode Island	clade 22B	2
2022-12-11	Rhode Island	clade 22B	2
2022-12-13	Rhode Island	clade 22B	1
2022-12-15	Rhode Island	clade 22B	1
2022-12-16	Rhode Island	clade 22B	2
2022-12-17	Rhode Island	clade 22B	1
2022-12-18	Rhode Island	clade 22B	7
2022-12-19	Rhode Island	clade 22B	3
2022-12-23	Rhode Island	clade 22B	6
2022-12-27	Rhode Island	clade 22B	1
2022-11-02	Rhode Island	clade 22D	2
2022-11-03	Rhode Island	clade 22D	1
2022-11-11	Rhode Island	clade 22D	1
2022-11-17	Rhode Island	clade 22D	1
2022-11-28	Rhode Island	clade 22D	3
2022-12-02	Rhode Island	clade 22D	2
2022-12-04	Rhode Island	clade 22D	1
2022-12-09	Rhode Island	clade 22D	2
2022-12-11	Rhode Island	clade 22D	1
2022-12-18	Rhode Island	clade 22D	1
2022-12-23	Rhode Island	clade 22D	1
2022-11-01	Rhode Island	clade 22E	1
2022-11-02	Rhode Island	clade 22E	4
2022-11-03	Rhode Island	clade 22E	2
2022-11-04	Rhode Island	clade 22E	2
2022-11-07	Rhode Island	clade 22E	4
2022-11-08	Rhode Island	clade 22E	2
2022-11-10	Rhode Island	clade 22E	2
2022-11-11	Rhode Island	clade 22E	7
2022-11-12	Rhode Island	clade 22E	4
2022-11-13	Rhode Island	clade 22E	4
2022-11-14	Rhode Island	clade 22E	6
2022-11-16	Rhode Island	clade 22E	5
2022-11-17	Rhode Island	clade 22E	5
2022-11-18	Rhode Island	clade 22E	2
2022-11-20	Rhode Island	clade 22E	4
2022-11-21	Rhode Island	clade 22E	3
2022-11-22	Rhode Island	clade 22E	4
2022-11-23	Rhode Island	clade 22E	4
2022-11-24	Rhode Island	clade 22E	1
2022-11-25	Rhode Island	clade 22E	5
2022-11-26	Rhode Island	clade 22E	5
2022-11-27	Rhode Island	clade 22E	6
2022-11-28	Rhode Island	clade 22E	8
2022-11-29	Rhode Island	clade 22E	5
2022-11-30	Rhode Island	clade 22E	2
2022-12-01	Rhode Island	clade 22E	3
2022-12-02	Rhode Island	clade 22E	10
2022-12-03	Rhode Island	clade 22E	6
2022-12-04	Rhode Island	clade 22E	6
2022-12-05	Rhode Island	clade 22E	10
2022-12-06	Rhode Island	clade 22E	3
2022-12-07	Rhode Island	clade 22E	6
2022-12-08	Rhode Island	clade 22E	2
2022-12-09	Rhode Island	clade 22E	4
2022-12-10	Rhode Island	clade 22E	3
2022-12-11	Rhode Island	clade 22E	6
2022-12-12	Rhode Island	clade 22E	2
2022-12-13	Rhode Island	clade 22E	2
2022-12-14	Rhode Island	clade 22E	3
2022-12-15	Rhode Island	clade 22E	3
2022-12-16	Rhode Island	clade 22E	2
2022-12-17	Rhode Island	clade 22E	2
2022-12-18	Rhode Island	clade 22E	5
2022-12-19	Rhode Island	clade 22E	5
2022-12-20	Rhode Island	clade 22E	1
2022-12-21	Rhode Island	clade 22E	2
2022-12-23	Rhode Island	clade 22E	11
2022-12-27	Rhode Island	clade 22E	1
2022-12-30	Rhode Island	clade 22E	1
2022-11-06	Rhode Island	clade 22F	1
2022-11-11	Rhode Island	clade 22F	1
2022-11-13	Rhode Island	clade 22F	1
2022-11-14	Rhode Island	clade 22F	1
2022-11-18	Rhode Island	clade 22F	1
2022-11-21	Rhode Island	clade 22F	1
2022-11-29	Rhode Island	clade 22F	1
2022-12-02	Rhode Island	clade 22F	1
2022-12-04	Rhode Island	clade 22F	1
2022-12-05	Rhode Island	clade 22F	1
2022-12-08	Rhode Island	clade 22F	2
2022-12-09	Rhode Island	clade 22F	1
2022-12-10	Rhode Island	clade 22F	1
2022-12-11	Rhode Island	clade 22F	3
2022-12-16	Rhode Island	clade 22F	2
2022-12-18	Rhode Island	clade 22F	1
2022-11-22	Rhode Island	other	1
2022-11-01	South Carolina	BQ.1	1
2022-11-06	South Carolina	BQ.1	3
2022-11-09	South Carolina	BQ.1	2
2022-11-13	South Carolina	BQ.1	2
2022-11-14	South Carolina	BQ.1	1
2022-11-16	South Carolina	BQ.1	2
2022-11-17	South Carolina	BQ.1	2
2022-11-18	South Carolina	BQ.1	2
2022-11-21	South Carolina	BQ.1	2
2022-11-23	South Carolina	BQ.1	2
2022-11-25	South Carolina	BQ.1	2
2022-11-27	South Carolina	BQ.1	2
2022-11-29	South Carolina	BQ.1	4
2022-11-30	South Carolina	BQ.1	3
2022-12-01	South Carolina	BQ.1	3
2022-12-06	South Carolina	BQ.1	4
2022-12-07	South Carolina	BQ.1	5
2022-12-08	South Carolina	BQ.1	2
2022-12-09	South Carolina	BQ.1	1
2022-12-13	South Carolina	BQ.1	1
2022-12-14	South Carolina	BQ.1	1
2022-12-15	South Carolina	BQ.1	1
2022-12-19	South Carolina	BQ.1	2
2022-12-20	South Carolina	BQ.1	3
2022-12-21	South Carolina	BQ.1	1
2022-12-22	South Carolina	BQ.1	1
2022-12-23	South Carolina	BQ.1	2
2022-11-20	South Carolina	XBB.1.5	1
2022-12-05	South Carolina	XBB.1.5	1
2022-12-06	South Carolina	XBB.1.5	1
2022-12-08	South Carolina	XBB.1.5	1
2022-12-17	South Carolina	XBB.1.5	2
2022-12-19	South Carolina	XBB.1.5	1
2022-12-20	South Carolina	XBB.1.5	2
2022-12-22	South Carolina	XBB.1.5	1
2022-12-23	South Carolina	XBB.1.5	2
2022-11-01	South Carolina	clade 22A	3
2022-11-05	South Carolina	clade 22A	1
2022-11-06	South Carolina	clade 22A	1
2022-11-07	South Carolina	clade 22A	3
2022-11-10	South Carolina	clade 22A	1
2022-11-12	South Carolina	clade 22A	1
2022-11-15	South Carolina	clade 22A	1
2022-11-17	South Carolina	clade 22A	1
2022-11-23	South Carolina	clade 22A	1
2022-11-25	South Carolina	clade 22A	2
2022-11-26	South Carolina	clade 22A	1
2022-11-28	South Carolina	clade 22A	1
2022-11-29	South Carolina	clade 22A	4
2022-11-30	South Carolina	clade 22A	4
2022-12-02	South Carolina	clade 22A	1
2022-12-05	South Carolina	clade 22A	2
2022-12-06	South Carolina	clade 22A	1
2022-12-08	South Carolina	clade 22A	2
2022-12-23	South Carolina	clade 22A	1
2022-11-01	South Carolina	clade 22B	8
2022-11-02	South Carolina	clade 22B	2
2022-11-03	South Carolina	clade 22B	3
2022-11-04	South Carolina	clade 22B	6
2022-11-05	South Carolina	clade 22B	5
2022-11-06	South Carolina	clade 22B	2
2022-11-07	South Carolina	clade 22B	13
2022-11-08	South Carolina	clade 22B	7
2022-11-09	South Carolina	clade 22B	10
2022-11-10	South Carolina	clade 22B	6
2022-11-11	South Carolina	clade 22B	10
2022-11-12	South Carolina	clade 22B	3
2022-11-13	South Carolina	clade 22B	7
2022-11-14	South Carolina	clade 22B	9
2022-11-15	South Carolina	clade 22B	8
2022-11-16	South Carolina	clade 22B	7
2022-11-17	South Carolina	clade 22B	12
2022-11-18	South Carolina	clade 22B	9
2022-11-19	South Carolina	clade 22B	2
2022-11-20	South Carolina	clade 22B	4
2022-11-21	South Carolina	clade 22B	3
2022-11-22	South Carolina	clade 22B	6
2022-11-23	South Carolina	clade 22B	7
2022-11-25	South Carolina	clade 22B	11
2022-11-26	South Carolina	clade 22B	8
2022-11-27	South Carolina	clade 22B	6
2022-11-28	South Carolina	clade 22B	5
2022-11-29	South Carolina	clade 22B	10
2022-11-30	South Carolina	clade 22B	10
2022-12-01	South Carolina	clade 22B	13
2022-12-02	South Carolina	clade 22B	5
2022-12-03	South Carolina	clade 22B	1
2022-12-04	South Carolina	clade 22B	1
2022-12-05	South Carolina	clade 22B	2
2022-12-06	South Carolina	clade 22B	13
2022-12-07	South Carolina	clade 22B	6
2022-12-08	South Carolina	clade 22B	11
2022-12-09	South Carolina	clade 22B	7
2022-12-10	South Carolina	clade 22B	3
2022-12-12	South Carolina	clade 22B	5
2022-12-13	South Carolina	clade 22B	2
2022-12-14	South Carolina	clade 22B	4
2022-12-15	South Carolina	clade 22B	1
2022-12-16	South Carolina	clade 22B	3
2022-12-17	South Carolina	clade 22B	2
2022-12-18	South Carolina	clade 22B	1
2022-12-19	South Carolina	clade 22B	2
2022-12-20	South Carolina	clade 22B	2
2022-12-21	South Carolina	clade 22B	2
2022-12-22	South Carolina	clade 22B	1
2022-12-23	South Carolina	clade 22B	1
2022-12-26	South Carolina	clade 22B	1
2022-12-27	South Carolina	clade 22B	1
2022-12-30	South Carolina	clade 22B	1
2022-11-07	South Carolina	clade 22D	1
2022-11-08	South Carolina	clade 22D	1
2022-11-09	South Carolina	clade 22D	1
2022-11-15	South Carolina	clade 22D	1
2022-11-16	South Carolina	clade 22D	1
2022-11-19	South Carolina	clade 22D	1
2022-11-20	South Carolina	clade 22D	2
2022-11-21	South Carolina	clade 22D	1
2022-11-23	South Carolina	clade 22D	1
2022-11-25	South Carolina	clade 22D	2
2022-11-30	South Carolina	clade 22D	1
2022-12-01	South Carolina	clade 22D	1
2022-12-05	South Carolina	clade 22D	1
2022-12-06	South Carolina	clade 22D	1
2022-12-07	South Carolina	clade 22D	2
2022-12-09	South Carolina	clade 22D	3
2022-12-11	South Carolina	clade 22D	1
2022-12-12	South Carolina	clade 22D	1
2022-12-13	South Carolina	clade 22D	1
2022-12-19	South Carolina	clade 22D	2
2022-12-21	South Carolina	clade 22D	1
2022-12-23	South Carolina	clade 22D	1
2022-11-01	South Carolina	clade 22E	4
2022-11-02	South Carolina	clade 22E	2
2022-11-04	South Carolina	clade 22E	1
2022-11-06	South Carolina	clade 22E	3
2022-11-08	South Carolina	clade 22E	5
2022-11-09	South Carolina	clade 22E	5
2022-11-10	South Carolina	clade 22E	1
2022-11-11	South Carolina	clade 22E	5
2022-11-13	South Carolina	clade 22E	2
2022-11-14	South Carolina	clade 22E	2
2022-11-15	South Carolina	clade 22E	5
2022-11-16	South Carolina	clade 22E	5
2022-11-17	South Carolina	clade 22E	3
2022-11-18	South Carolina	clade 22E	2
2022-11-19	South Carolina	clade 22E	3
2022-11-20	South Carolina	clade 22E	2
2022-11-21	South Carolina	clade 22E	8
2022-11-22	South Carolina	clade 22E	10
2022-11-23	South Carolina	clade 22E	5
2022-11-25	South Carolina	clade 22E	8
2022-11-26	South Carolina	clade 22E	10
2022-11-27	South Carolina	clade 22E	10
2022-11-28	South Carolina	clade 22E	4
2022-11-29	South Carolina	clade 22E	23
2022-11-30	South Carolina	clade 22E	11
2022-12-01	South Carolina	clade 22E	16
2022-12-02	South Carolina	clade 22E	10
2022-12-03	South Carolina	clade 22E	1
2022-12-04	South Carolina	clade 22E	1
2022-12-05	South Carolina	clade 22E	5
2022-12-06	South Carolina	clade 22E	11
2022-12-07	South Carolina	clade 22E	11
2022-12-08	South Carolina	clade 22E	21
2022-12-09	South Carolina	clade 22E	12
2022-12-10	South Carolina	clade 22E	1
2022-12-11	South Carolina	clade 22E	2
2022-12-12	South Carolina	clade 22E	2
2022-12-13	South Carolina	clade 22E	2
2022-12-14	South Carolina	clade 22E	9
2022-12-15	South Carolina	clade 22E	7
2022-12-16	South Carolina	clade 22E	3
2022-12-17	South Carolina	clade 22E	1
2022-12-19	South Carolina	clade 22E	9
2022-12-20	South Carolina	clade 22E	9
2022-12-21	South Carolina	clade 22E	10
2022-12-22	South Carolina	clade 22E	12
2022-12-23	South Carolina	clade 22E	10
2022-12-24	South Carolina	clade 22E	1
2022-11-02	South Carolina	clade 22F	1
2022-12-04	South Carolina	clade 22F	1
2022-12-07	South Carolina	clade 22F	1
2022-12-19	South Carolina	clade 22F	1
2022-11-01	South Carolina	other	1
2022-12-04	South Carolina	other	1
2022-11-04	Tennessee	BQ.1	1
2022-11-07	Tennessee	BQ.1	2
2022-11-09	Tennessee	BQ.1	3
2022-11-13	Tennessee	BQ.1	3
2022-11-14	Tennessee	BQ.1	1
2022-11-18	Tennessee	BQ.1	1
2022-11-19	Tennessee	BQ.1	1
2022-11-21	Tennessee	BQ.1	2
2022-11-22	Tennessee	BQ.1	1
2022-11-25	Tennessee	BQ.1	1
2022-11-28	Tennessee	BQ.1	2
2022-11-29	Tennessee	BQ.1	3
2022-11-30	Tennessee	BQ.1	1
2022-12-01	Tennessee	BQ.1	2
2022-12-03	Tennessee	BQ.1	1
2022-12-04	Tennessee	BQ.1	1
2022-12-05	Tennessee	BQ.1	2
2022-12-06	Tennessee	BQ.1	2
2022-12-07	Tennessee	BQ.1	1
2022-12-08	Tennessee	BQ.1	2
2022-12-09	Tennessee	BQ.1	5
2022-12-10	Tennessee	BQ.1	2
2022-12-12	Tennessee	BQ.1	2
2023-01-02	Tennessee	BQ.1	1
2023-01-02	Tennessee	XBB.1.5	1
2022-12-06	Tennessee	clade 21L	1
2022-11-01	Tennessee	clade 22A	1
2022-11-02	Tennessee	clade 22A	1
2022-11-04	Tennessee	clade 22A	2
2022-11-05	Tennessee	clade 22A	1
2022-11-07	Tennessee	clade 22A	2
2022-11-11	Tennessee	clade 22A	1
2022-11-14	Tennessee	clade 22A	4
2022-11-15	Tennessee	clade 22A	1
2022-11-16	Tennessee	clade 22A	1
2022-11-30	Tennessee	clade 22A	1
2022-12-01	Tennessee	clade 22A	1
2022-12-12	Tennessee	clade 22A	1
2022-11-01	Tennessee	clade 22B	13
2022-11-02	Tennessee	clade 22B	2
2022-11-03	Tennessee	clade 22B	6
2022-11-04	Tennessee	clade 22B	7
2022-11-05	Tennessee	clade 22B	7
2022-11-06	Tennessee	clade 22B	5
2022-11-07	Tennessee	clade 22B	9
2022-11-08	Tennessee	clade 22B	7
2022-11-09	Tennessee	clade 22B	8
2022-11-10	Tennessee	clade 22B	3
2022-11-11	Tennessee	clade 22B	2
2022-11-12	Tennessee	clade 22B	8
2022-11-13	Tennessee	clade 22B	7
2022-11-14	Tennessee	clade 22B	10
2022-11-15	Tennessee	clade 22B	4
2022-11-16	Tennessee	clade 22B	7
2022-11-17	Tennessee	clade 22B	4
2022-11-18	Tennessee	clade 22B	6
2022-11-19	Tennessee	clade 22B	2
2022-11-20	Tennessee	clade 22B	2
2022-11-21	Tennessee	clade 22B	8
2022-11-22	Tennessee	clade 22B	11
2022-11-24	Tennessee	clade 22B	2
2022-11-25	Tennessee	clade 22B	5
2022-11-26	Tennessee	clade 22B	8
2022-11-27	Tennessee	clade 22B	6
2022-11-28	Tennessee	clade 22B	8
2022-11-29	Tennessee	clade 22B	7
2022-11-30	Tennessee	clade 22B	4
2022-12-01	Tennessee	clade 22B	3
2022-12-02	Tennessee	clade 22B	6
2022-12-03	Tennessee	clade 22B	1
2022-12-04	Tennessee	clade 22B	1
2022-12-05	Tennessee	clade 22B	3
2022-12-06	Tennessee	clade 22B	10
2022-12-07	Tennessee	clade 22B	4
2022-12-08	Tennessee	clade 22B	7
2022-12-09	Tennessee	clade 22B	4
2022-12-11	Tennessee	clade 22B	2
2022-12-12	Tennessee	clade 22B	2
2022-12-13	Tennessee	clade 22B	1
2022-12-17	Tennessee	clade 22B	2
2022-12-18	Tennessee	clade 22B	1
2022-12-19	Tennessee	clade 22B	1
2022-12-20	Tennessee	clade 22B	2
2022-12-26	Tennessee	clade 22B	1
2023-01-02	Tennessee	clade 22B	2
2022-11-01	Tennessee	clade 22D	1
2022-11-02	Tennessee	clade 22D	1
2022-11-10	Tennessee	clade 22D	1
2022-11-14	Tennessee	clade 22D	2
2022-11-20	Tennessee	clade 22D	1
2022-11-21	Tennessee	clade 22D	1
2022-11-22	Tennessee	clade 22D	2
2022-11-23	Tennessee	clade 22D	1
2022-11-25	Tennessee	clade 22D	1
2022-11-28	Tennessee	clade 22D	2
2022-11-29	Tennessee	clade 22D	1
2022-12-02	Tennessee	clade 22D	1
2022-12-05	Tennessee	clade 22D	1
2022-12-06	Tennessee	clade 22D	1
2022-12-07	Tennessee	clade 22D	1
2022-12-08	Tennessee	clade 22D	1
2022-12-13	Tennessee	clade 22D	1
2022-12-18	Tennessee	clade 22D	1
2022-11-01	Tennessee	clade 22E	3
2022-11-02	Tennessee	clade 22E	1
2022-11-03	Tennessee	clade 22E	2
2022-11-04	Tennessee	clade 22E	1
2022-11-05	Tennessee	clade 22E	4
2022-11-06	Tennessee	clade 22E	1
2022-11-07	Tennessee	clade 22E	4
2022-11-08	Tennessee	clade 22E	2
2022-11-09	Tennessee	clade 22E	6
2022-11-10	Tennessee	clade 22E	2
2022-11-11	Tennessee	clade 22E	3
2022-11-12	Tennessee	clade 22E	3
2022-11-13	Tennessee	clade 22E	2
2022-11-14	Tennessee	clade 22E	3
2022-11-15	Tennessee	clade 22E	3
2022-11-16	Tennessee	clade 22E	3
2022-11-17	Tennessee	clade 22E	1
2022-11-18	Tennessee	clade 22E	3
2022-11-19	Tennessee	clade 22E	1
2022-11-20	Tennessee	clade 22E	1
2022-11-21	Tennessee	clade 22E	1
2022-11-22	Tennessee	clade 22E	6
2022-11-23	Tennessee	clade 22E	4
2022-11-25	Tennessee	clade 22E	6
2022-11-26	Tennessee	clade 22E	4
2022-11-27	Tennessee	clade 22E	7
2022-11-28	Tennessee	clade 22E	10
2022-11-29	Tennessee	clade 22E	7
2022-11-30	Tennessee	clade 22E	5
2022-12-01	Tennessee	clade 22E	11
2022-12-02	Tennessee	clade 22E	6
2022-12-03	Tennessee	clade 22E	1
2022-12-04	Tennessee	clade 22E	3
2022-12-05	Tennessee	clade 22E	7
2022-12-06	Tennessee	clade 22E	14
2022-12-07	Tennessee	clade 22E	15
2022-12-08	Tennessee	clade 22E	15
2022-12-09	Tennessee	clade 22E	7
2022-12-10	Tennessee	clade 22E	2
2022-12-11	Tennessee	clade 22E	4
2022-12-12	Tennessee	clade 22E	5
2022-12-13	Tennessee	clade 22E	3
2022-12-14	Tennessee	clade 22E	2
2022-12-15	Tennessee	clade 22E	1
2022-12-19	Tennessee	clade 22E	2
2022-12-20	Tennessee	clade 22E	7
2022-12-21	Tennessee	clade 22E	2
2022-12-22	Tennessee	clade 22E	1
2022-12-26	Tennessee	clade 22E	1
2023-01-01	Tennessee	clade 22E	1
2023-01-02	Tennessee	clade 22E	7
2023-01-03	Tennessee	clade 22E	1
2022-11-01	Tennessee	clade 22F	2
2022-11-02	Tennessee	clade 22F	1
2022-11-06	Tennessee	clade 22F	2
2022-11-09	Tennessee	clade 22F	1
2022-11-14	Tennessee	clade 22F	2
2022-11-27	Tennessee	clade 22F	1
2022-11-28	Tennessee	clade 22F	1
2022-12-07	Tennessee	clade 22F	1
2022-12-11	Tennessee	clade 22F	1
2022-12-15	Tennessee	clade 22F	1
2023-01-02	Tennessee	clade 22F	1
2022-11-01	Texas	BQ.1	2
2022-11-02	Texas	BQ.1	4
2022-11-03	Texas	BQ.1	5
2022-11-04	Texas	BQ.1	4
2022-11-05	Texas	BQ.1	2
2022-11-06	Texas	BQ.1	7
2022-11-07	Texas	BQ.1	7
2022-11-08	Texas	BQ.1	10
2022-11-09	Texas	BQ.1	11
2022-11-10	Texas	BQ.1	7
2022-11-11	Texas	BQ.1	14
2022-11-12	Texas	BQ.1	5
2022-11-13	Texas	BQ.1	8
2022-11-14	Texas	BQ.1	13
2022-11-15	Texas	BQ.1	9
2022-11-16	Texas	BQ.1	13
2022-11-17	Texas	BQ.1	13
2022-11-18	Texas	BQ.1	7
2022-11-19	Texas	BQ.1	8
2022-11-20	Texas	BQ.1	5
2022-11-21	Texas	BQ.1	13
2022-11-22	Texas	BQ.1	15
2022-11-23	Texas	BQ.1	15
2022-11-24	Texas	BQ.1	6
2022-11-25	Texas	BQ.1	17
2022-11-26	Texas	BQ.1	6
2022-11-27	Texas	BQ.1	11
2022-11-28	Texas	BQ.1	34
2022-11-29	Texas	BQ.1	37
2022-11-30	Texas	BQ.1	21
2022-12-01	Texas	BQ.1	19
2022-12-02	Texas	BQ.1	25
2022-12-03	Texas	BQ.1	14
2022-12-04	Texas	BQ.1	8
2022-12-05	Texas	BQ.1	14
2022-12-06	Texas	BQ.1	16
2022-12-07	Texas	BQ.1	17
2022-12-08	Texas	BQ.1	12
2022-12-09	Texas	BQ.1	16
2022-12-10	Texas	BQ.1	10
2022-12-11	Texas	BQ.1	20
2022-12-12	Texas	BQ.1	32
2022-12-13	Texas	BQ.1	24
2022-12-14	Texas	BQ.1	18
2022-12-15	Texas	BQ.1	24
2022-12-16	Texas	BQ.1	8
2022-12-17	Texas	BQ.1	12
2022-12-18	Texas	BQ.1	6
2022-12-19	Texas	BQ.1	11
2022-12-20	Texas	BQ.1	14
2022-12-21	Texas	BQ.1	11
2022-12-22	Texas	BQ.1	9
2022-12-23	Texas	BQ.1	7
2022-12-24	Texas	BQ.1	9
2022-12-25	Texas	BQ.1	6
2022-12-26	Texas	BQ.1	6
2022-12-27	Texas	BQ.1	12
2022-12-28	Texas	BQ.1	17
2022-12-29	Texas	BQ.1	11
2022-12-30	Texas	BQ.1	7
2022-12-31	Texas	BQ.1	8
2023-01-01	Texas	BQ.1	6
2023-01-02	Texas	BQ.1	4
2022-11-25	Texas	XBB.1.5	1
2022-11-27	Texas	XBB.1.5	1
2022-11-29	Texas	XBB.1.5	1
2022-11-30	Texas	XBB.1.5	1
2022-12-02	Texas	XBB.1.5	1
2022-12-06	Texas	XBB.1.5	2
2022-12-07	Texas	XBB.1.5	3
2022-12-08	Texas	XBB.1.5	2
2022-12-10	Texas	XBB.1.5	1
2022-12-11	Texas	XBB.1.5	4
2022-12-12	Texas	XBB.1.5	3
2022-12-13	Texas	XBB.1.5	4
2022-12-14	Texas	XBB.1.5	4
2022-12-15	Texas	XBB.1.5	6
2022-12-16	Texas	XBB.1.5	3
2022-12-17	Texas	XBB.1.5	2
2022-12-18	Texas	XBB.1.5	1
2022-12-19	Texas	XBB.1.5	4
2022-12-20	Texas	XBB.1.5	9
2022-12-21	Texas	XBB.1.5	9
2022-12-22	Texas	XBB.1.5	12
2022-12-23	Texas	XBB.1.5	5
2022-12-24	Texas	XBB.1.5	4
2022-12-25	Texas	XBB.1.5	2
2022-12-26	Texas	XBB.1.5	7
2022-12-27	Texas	XBB.1.5	12
2022-12-28	Texas	XBB.1.5	9
2022-12-29	Texas	XBB.1.5	9
2022-12-30	Texas	XBB.1.5	4
2022-12-31	Texas	XBB.1.5	3
2023-01-01	Texas	XBB.1.5	6
2023-01-02	Texas	XBB.1.5	4
2022-11-01	Texas	clade 21L	1
2022-11-03	Texas	clade 21L	2
2022-11-06	Texas	clade 21L	1
2022-11-07	Texas	clade 21L	2
2022-11-08	Texas	clade 21L	1
2022-11-11	Texas	clade 21L	1
2022-11-13	Texas	clade 21L	1
2022-11-14	Texas	clade 21L	4
2022-11-17	Texas	clade 21L	2
2022-11-21	Texas	clade 21L	1
2022-11-23	Texas	clade 21L	1
2022-11-29	Texas	clade 21L	1
2022-11-30	Texas	clade 21L	2
2022-12-01	Texas	clade 21L	3
2022-12-02	Texas	clade 21L	1
2022-12-06	Texas	clade 21L	1
2022-12-09	Texas	clade 21L	2
2022-12-13	Texas	clade 21L	2
2022-12-16	Texas	clade 21L	1
2022-12-17	Texas	clade 21L	1
2022-12-18	Texas	clade 21L	1
2022-12-19	Texas	clade 21L	3
2022-12-29	Texas	clade 21L	1
2022-12-30	Texas	clade 21L	1
2022-11-01	Texas	clade 22A	6
2022-11-02	Texas	clade 22A	2
2022-11-03	Texas	clade 22A	2
2022-11-04	Texas	clade 22A	6
2022-11-05	Texas	clade 22A	4
2022-11-06	Texas	clade 22A	10
2022-11-07	Texas	clade 22A	8
2022-11-08	Texas	clade 22A	3
2022-11-09	Texas	clade 22A	7
2022-11-10	Texas	clade 22A	5
2022-11-11	Texas	clade 22A	3
2022-11-12	Texas	clade 22A	4
2022-11-13	Texas	clade 22A	2
2022-11-14	Texas	clade 22A	3
2022-11-15	Texas	clade 22A	2
2022-11-16	Texas	clade 22A	1
2022-11-18	Texas	clade 22A	5
2022-11-20	Texas	clade 22A	2
2022-11-21	Texas	clade 22A	5
2022-11-22	Texas	clade 22A	5
2022-11-23	Texas	clade 22A	5
2022-11-24	Texas	clade 22A	1
2022-11-25	Texas	clade 22A	3
2022-11-26	Texas	clade 22A	1
2022-11-27	Texas	clade 22A	2
2022-11-28	Texas	clade 22A	3
2022-11-29	Texas	clade 22A	5
2022-11-30	Texas	clade 22A	6
2022-12-02	Texas	clade 22A	3
2022-12-04	Texas	clade 22A	1
2022-12-05	Texas	clade 22A	3
2022-12-06	Texas	clade 22A	2
2022-12-07	Texas	clade 22A	2
2022-12-08	Texas	clade 22A	1
2022-12-09	Texas	clade 22A	1
2022-12-10	Texas	clade 22A	1
2022-12-11	Texas	clade 22A	1
2022-12-15	Texas	clade 22A	1
2022-12-19	Texas	clade 22A	1
2022-12-20	Texas	clade 22A	1
2022-12-21	Texas	clade 22A	1
2022-12-25	Texas	clade 22A	1
2022-12-28	Texas	clade 22A	1
2022-12-29	Texas	clade 22A	2
2022-11-01	Texas	clade 22B	69
2022-11-02	Texas	clade 22B	75
2022-11-03	Texas	clade 22B	91
2022-11-04	Texas	clade 22B	53
2022-11-05	Texas	clade 22B	37
2022-11-06	Texas	clade 22B	48
2022-11-07	Texas	clade 22B	74
2022-11-08	Texas	clade 22B	62
2022-11-09	Texas	clade 22B	63
2022-11-10	Texas	clade 22B	55
2022-11-11	Texas	clade 22B	48
2022-11-12	Texas	clade 22B	35
